Division,Country,Plant,Source,Packaging,Format,Brand,Product,Test Type,Test,Prod Date,Test Method,Min Spec,Max Spec,Result,Unit Of Measure,Acceptable,Lab Id,Coa Number
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Physical & organic parameters,Phosphate,21-Jan-15,MFHPB 22,-,100,69,mg/l,Yes,350852112,37693759-0
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Physical & organic parameters,Phosphate,2-Feb-15,MFHPB 22,-,100,58,mg/l,Yes,351080141,37725870-0
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Physical & organic parameters,Phosphate,5-Oct-14,AOAC 995.21,-,100,70,mg/l,Yes,348781251,37426570-0
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Physical & organic parameters,Phosphate,2-Feb-15,MFHPB 22,-,100,52,mg/l,Yes,351080182,37725870-0
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Physical & organic parameters,Phosphate,3-Sep-14,MFHPB 22,-,100,52.1,mg/l,Yes,348113486,37343491-0
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Production,E. Coli,24-Jan-15,Modified MFHPB-19,-,0.3,<0.3,MPN-ML,Yes,350908890,37703380-0
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Production,E. Coli,21-Jan-15,Modified MFHPB-19,-,0.3,<0.3,MPN-ML,Yes,350852112,37693759-0
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Production,E. Coli,15-Feb-15,Modified MFHPB-19,-,0.3,<0.3,MPN-ML,Yes,351360098,37759925-0
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Production,E. Coli,2-Feb-15,Modified MFHPB-19,-,0.3,<0.3,MPN-ML,Yes,351080119,37725870-0
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Production,E. Coli,2-Feb-15,Modified MFHPB-19,-,0.3,<0.3,MPN-ML,Yes,351080182,37725870-0
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Production,E. Coli,21-Dec-14,Modified MFHPB-19,-,0.3,<0.3,MPN-ML,Yes,350316512,37626741-0
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Production,E. Coli,22-Feb-15,Modified MFHPB-19,-,0.3,<0.3,MPN-ML,Yes,351499397,37778213-0
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Production,Fat,9-Apr-15,-,-,0.5,0.2,GRAM-P100G,Yes,347765920,37901167-0
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Production,Fat,25-Jul-14,-,-,0.5,0.2,GRAM-P100G,Yes,347193789,37240486-0
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Production,Fat,30-Jul-14,-,-,0.5,0.26,GRAM-P100G,Yes,347294385,37253571-0
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Production,Protein (As Received),22-Jul-14,AOAC 991.20.I,-,-,<0.12,PERCENT,Yes,347155113,37232556-0
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Production,Protein (As Received),22-Jul-14,AOAC 991.20.I,-,-,<0.12,PERCENT,Yes,347213454,37232557-0
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Production,Protein (As Received),11-Aug-14,AOAC 991.20.I,-,-,<0.12,PERCENT,Yes,347356284,37284554-0
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Pesticides-herbicides,Hexachlorobenzene,11-Oct-14,EN15662/CFIA PMR-001,-,0.03,0.03,ng/l,Yes,348790995,37441029-0
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Pesticides-herbicides,Metalaxyl,11-Oct-14,EN15662/CFIA PMR-001,-,0.2,0.1,ng/l,Yes,348790995,37441029-0
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Pesticides-herbicides,Metalaxyl,11-Oct-14,EN15662/CFIA PMR-001,-,0.2,0.1,ng/l,Yes,348790995,37441029-0
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Pesticides-herbicides,Metalaxyl,11-Oct-14,EN15662/CFIA PMR-001,-,0.2,0.1,ng/l,Yes,348790995,37441029-0
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Pesticides-herbicides,Metalaxyl,11-Oct-14,EN15662/CFIA PMR-001,-,0.2,0.1,ng/l,Yes,348790995,37441029-0
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Pesticides-herbicides,Metalaxyl,11-Oct-14,EN15662/CFIA PMR-001,-,0.2,0.1,ng/l,Yes,348790995,37441029-0
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Pesticides-herbicides,Metalaxyl,11-Oct-14,EN15662/CFIA PMR-001,-,0.2,0.1,ng/l,Yes,348790995,37441029-0
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Pesticides-herbicides,Metalaxyl,11-Oct-14,EN15662/CFIA PMR-001,-,0.2,0.1,ng/l,Yes,348790995,37441029-0
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Pesticides-herbicides,Metalaxyl,11-Oct-14,EN15662/CFIA PMR-001,-,0.2,0.1,ng/l,Yes,348790995,37441029-0
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Pesticides-herbicides,Metalaxyl,11-Oct-14,EN15662/CFIA PMR-001,-,0.2,0.1,ng/l,Yes,348790995,37441029-0
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Physical & organic parameters,Potassium,11-Oct-14,EN15662/CFIA PMR-001,-,10,1.5,mg/l,Yes,348790995,37441029-0
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Physical & organic parameters,Potassium,11-Oct-14,EN15662/CFIA PMR-001,-,10,2.3,mg/l,Yes,348790995,37441029-0
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Physical & organic parameters,Potassium,11-Oct-14,EN15662/CFIA PMR-001,-,10,2,mg/l,Yes,348790995,37441029-0
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Physical & organic parameters,Potassium,25-Jul-14,EPA 3050/6020 USP730,-,10,1.9,mg/l,Yes,347294868,37242323-0
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Physical & organic parameters,Potassium,21-Jul-14,EPA 3050/6020 USP730,-,10,2.2,mg/l,Yes,347244101,37231059-0
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Production,Fat,12-Aug-14,-,-,0.5,0.32,GRAM-P100G,Yes,347572282,37286726-0
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Production,Fat,25-Jul-14,-,-,0.5,0.2,GRAM-P100G,Yes,347193920,37240487-0
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Pesticides-herbicides,Metalaxyl,11-Oct-14,EN15662/CFIA PMR-001,-,0.2,0.1,ng/l,Yes,348790995,37441029-0
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Pesticides-herbicides,Metalaxyl,11-Oct-14,EN15662/CFIA PMR-001,-,0.2,0.1,ng/l,Yes,348790995,37441029-0
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Pesticides-herbicides,Metalaxyl,11-Oct-14,EN15662/CFIA PMR-001,-,0.2,0.1,ng/l,Yes,348790995,37441029-0
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Pesticides-herbicides,Metalaxyl,11-Oct-14,EN15662/CFIA PMR-001,-,0.2,0.1,ng/l,Yes,348790995,37441029-0
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Pesticides-herbicides,Oxadixyl,11-Oct-14,EN15662/CFIA PMR-001,-,0.01,<0.005,ng/l,Yes,348790995,37441029-0
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Pesticides-herbicides,Oxadixyl,11-Oct-14,EN15662/CFIA PMR-001,-,0.01,<0.005,ng/l,Yes,348790995,37441029-0
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Pesticides-herbicides,Oxadixyl,13-Mar-15,-,-,0.01,<0.01,ng/l,Yes,351705953,37828399-0
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Pesticides-herbicides,Oxadixyl,13-Mar-15,-,-,0.01,<0.01,ng/l,Yes,351705953,37828399-0
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Pesticides-herbicides,Oxadixyl,11-Oct-14,EN15662/CFIA PMR-001,-,0.01,<0.005,ng/l,Yes,348790995,37441029-0
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Pesticides-herbicides,Oxadixyl,11-Oct-14,EN15662/CFIA PMR-001,-,0.01,<0.005,ng/l,Yes,348790995,37441029-0
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Physical & organic parameters,Potassium,24-Jul-14,EPA 3050/6020 USP730,-,10,3.5,mg/l,Yes,347194387,37238361-0
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Physical & organic parameters,Potassium,20-Aug-14,EPA 3050/6020 USP730,-,10,2,mg/l,Yes,347765612,37307812-0
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Physical & organic parameters,Potassium,24-Jul-14,EPA 3050/6020 USP730,-,10,1.9,mg/l,Yes,347194470,37238361-0
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Production,Listeria genus,2-Dec-14,Modified MFHPB-30,-,-,Negative,P-25G,Yes,349943176,37578553-0
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Production,Listeria genus,3-Sep-14,Modified MFHPB-30,-,-,Negative,P-25G,Yes,348113486,37343491-0
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Pesticides-herbicides,Oxadixyl,11-Oct-14,EN15662/CFIA PMR-001,-,0.01,<0.005,ng/l,Yes,348790995,37441029-0
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Pesticides-herbicides,Oxadixyl,11-Oct-14,EN15662/CFIA PMR-001,-,0.01,<0.005,ng/l,Yes,348790995,37441029-0
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Pesticides-herbicides,Oxadixyl,11-Oct-14,EN15662/CFIA PMR-001,-,0.01,<0.005,ng/l,Yes,348790995,37441029-0
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Pesticides-herbicides,Oxadixyl,11-Oct-14,EN15662/CFIA PMR-001,-,0.01,<0.005,ng/l,Yes,348790995,37441029-0
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Pesticides-herbicides,Penconazole,11-Oct-14,EN15662/CFIA PMR-001,-,0.2,0.15,ng/l,Yes,348790995,37441029-0
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Pesticides-herbicides,Penconazole,11-Oct-14,EN15662/CFIA PMR-001,-,0.2,0.2,ng/l,Yes,348790995,37441029-0
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Pesticides-herbicides,Penconazole,11-Oct-14,EN15662/CFIA PMR-001,-,0.2,0.19,ng/l,Yes,348790995,37441029-0
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Pesticides-herbicides,Penconazole,11-Oct-14,EN15662/CFIA PMR-001,-,0.2,0.15,ng/l,Yes,348790995,37441029-0
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Pesticides-herbicides,Penconazole,11-Oct-14,EN15662/CFIA PMR-001,-,0.2,0.1,ng/l,Yes,348790995,37441029-0
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Pesticides-herbicides,Penconazole,11-Oct-14,EN15662/CFIA PMR-001,-,0.2,0.2,ng/l,Yes,348790995,37441029-0
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Physical & organic parameters,Silicium,30-Jul-14,-,-,5,4.36,mg/l,Yes,347294385,37253571-0
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Physical & organic parameters,Silicium,30-Jul-14,-,-,5,4.57,mg/l,Yes,347294286,37254446-0
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Physical & organic parameters,Silicium,30-Jul-14,AOAC,-,5,5,mg/l,Yes,347294385,37253571-0
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Production,Listeria species,2-Feb-15,MFHPB-30,-,-,Negative,P-25G,Yes,351080119,37725870-0
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Production,Listeria species,9-Nov-14,MFHPB-30,-,-,Negative,P-25G,Yes,349480610,37519647-0
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Production,Listeria species,2-Feb-15,MFHPB-30,-,-,Negative,P-25G,Yes,351080141,37725870-0
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Production,Listeria species,2-Feb-15,MFHPB-30,-,-,Negative,P-25G,Yes,351080202,37725870-0
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Production,Listeria species,15-Feb-15,MFHPB-30,-,-,Negative,P-25G,Yes,351360080,37759925-0
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Production,Listeria species,2-Feb-15,MFHPB-30,-,-,Negative,P-25G,Yes,351080134,37725870-0
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Production,Listeria species,25-Sep-14,MFHPB-30,-,-,Negative,P-25G,Yes,348523627,37399498-0
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Production,Protein (As Received),22-Jul-14,AOAC 991.20.I,-,-,<0.12,PERCENT,Yes,347213475,37232557-0
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Production,Protein Factor,13-Mar-15,-,-,-,6.25,NONE,Yes,351705953,37828399-0
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Production,Protein Factor,9-Apr-15,-,-,-,6.38,NONE,Yes,347765920,37901167-0
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Production,Protein Factor,30-Jul-14,-,-,-,6.38,NONE,Yes,347294385,37253571-0
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Pesticides-herbicides,Penconazole,11-Oct-14,EN15662/CFIA PMR-001,-,0.2,0.1,ng/l,Yes,348790995,37441029-0
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Pesticides-herbicides,Penconazole,11-Oct-14,EN15662/CFIA PMR-001,-,0.2,0.1,ng/l,Yes,348790995,37441029-0
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Pesticides-herbicides,Profenofos,11-Oct-14,EN15662/CFIA PMR-001,-,0.005,<0.005,ng/l,Yes,348790995,37441029-0
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Pesticides-herbicides,Profenofos,11-Oct-14,EN15662/CFIA PMR-001,-,0.005,<0.005,ng/l,Yes,348790995,37441029-0
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Pesticides-herbicides,Profenofos,11-Oct-14,EN15662/CFIA PMR-001,-,0.005,<0.005,ng/l,Yes,348790995,37441029-0
Danone Waters,China                                                                           ,"Danone Waters- Beijing, China",Well                                                                            ,PC                                                                              ,18.9 L                                                                          ,Robust                                                                          ,Danone Water  ,Pesticides-herbicides,Profenofos,11-Oct-14,EN15662/CFIA PMR-001,-,0.005,<0.005,ng/l,Yes,348790995,37441029-0
